ردیف,نام منبع,نوع,بخش صفحه,زیربخش,آدرس وب‌سایت,آدرس RSS/Atom,وضعیت فید,توضیح صفحه,یادداشت اعتبارسنجی
434,Access Now,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,سایبر، هوش مصنوعی و فناوری‌های نو,https://www.accessnow.org/,https://www.accessnow.org/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,حقوق دیجیتال و امنیت کاربران.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
435,NATO Cooperative Cyber Defence Centre of Excellence,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,سایبر، هوش مصنوعی و فناوری‌های نو,https://ccdcoe.org/,https://ccdcoe.org/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,دفاع سایبری و حقوق بین‌الملل.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
436,Al-Ahram Center for Political and Strategic Studies,رسانه/منبع تحلیلی یا پژوهشی,۱۳) اندیشکده‌های تکمیلی منطقه‌ای,خاورمیانه و شمال آفریقا,https://acpss.ahram.org.eg/,https://english.ahram.org.eg/UI/Front/RSS.aspx,فید شناخته‌شده / نیازمند آزمون نهایی,مصر؛ سیاست و راهبرد.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
437,Economic Research Forum,رسانه/منبع تحلیلی یا پژوهشی,۱۳) اندیشکده‌های تکمیلی منطقه‌ای,خاورمیانه و شمال آفریقا,https://erf.org.eg/,https://erf.org.eg/feed/,نامزد متداول / نیازمند راستی‌آزمایی,اقتصاد کشورهای عربی، ایران و ترکیه.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
438,Egyptian Center for Economic Studies,رسانه/منبع تحلیلی یا پژوهشی,۱۳) اندیشکده‌های تکمیلی منطقه‌ای,خاورمیانه و شمال آفریقا,https://eces.org.eg/,https://eces.org.eg/feed/,نامزد متداول / نیازمند راستی‌آزمایی,اقتصاد مصر.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
439,Arab Planning Institute,رسانه/منبع تحلیلی یا پژوهشی,۱۳) اندیشکده‌های تکمیلی منطقه‌ای,خاورمیانه و شمال آفریقا,https://www.arab-api.org/,https://arab-api.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,کویت؛ توسعه و برنامه‌ریزی اقتصادی.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
440,Jerusalem Center for Public Affairs,رسانه/منبع تحلیلی یا پژوهشی,۱۳) اندیشکده‌های تکمیلی منطقه‌ای,خاورمیانه و شمال آفریقا,https://jcpa.org/,https://jcpa.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,اسرائیل؛ سیاست خارجی و امنیت.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
441,Reut Institute,رسانه/منبع تحلیلی یا پژوهشی,۱۳) اندیشکده‌های تکمیلی منطقه‌ای,خاورمیانه و شمال آفریقا,https://www.reutgroup.org/,https://reutgroup.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,اسرائیل؛ راهبرد و جامعه.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
442,Applied Research Institute–Jerusalem,رسانه/منبع تحلیلی یا پژوهشی,۱۳) اندیشکده‌های تکمیلی منطقه‌ای,خاورمیانه و شمال آفریقا,https://www.arij.org/,https://arij.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,فلسطین؛ زمین، محیط‌زیست و توسعه.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
443,Institute for Palestine Studies,رسانه/منبع تحلیلی یا پژوهشی,۱۳) اندیشکده‌های تکمیلی منطقه‌ای,خاورمیانه و شمال آفریقا,https://www.palestine-studies.org/,https://palestine-studies.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,تاریخ و سیاست فلسطین.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
444,Middle East Research and Information Project,رسانه/منبع تحلیلی یا پژوهشی,۱۳) اندیشکده‌های تکمیلی منطقه‌ای,خاورمیانه و شمال آفریقا,https://merip.org/,https://merip.org/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,پژوهش انتقادی منطقه.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
445,Middle East Media Research Institute,رسانه/منبع تحلیلی یا پژوهشی,۱۳) اندیشکده‌های تکمیلی منطقه‌ای,خاورمیانه و شمال آفریقا,https://www.memri.org/,https://www.memri.org/rss.xml,فید شناخته‌شده / نیازمند آزمون نهایی,ترجمه و پایش رسانه‌های منطقه؛ جهت‌گیری سازمانی را لحاظ کنید.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
446,Kurdish Peace Institute,رسانه/منبع تحلیلی یا پژوهشی,۱۳) اندیشکده‌های تکمیلی منطقه‌ای,خاورمیانه و شمال آفریقا,https://www.kurdishpeace.org/,https://kurdishpeace.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,مسئله کردها، صلح و سیاست منطقه‌ای.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
447,Center for Iranian Studies in Ankara,رسانه/منبع تحلیلی یا پژوهشی,۱۳) اندیشکده‌های تکمیلی منطقه‌ای,خاورمیانه و شمال آفریقا,https://iramcenter.org/en,https://iramcenter.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,ایران و منطقه از ترکیه.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
448,ORSAM,رسانه/منبع تحلیلی یا پژوهشی,۱۳) اندیشکده‌های تکمیلی منطقه‌ای,خاورمیانه و شمال آفریقا,https://www.orsam.org.tr/en/,https://orsam.org.tr/feed/,نامزد متداول / نیازمند راستی‌آزمایی,ترکیه؛ مطالعات خاورمیانه.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
449,African Centre for the Constructive Resolution of Disputes (ACCORD),رسانه/منبع تحلیلی یا پژوهشی,۱۳) اندیشکده‌های تکمیلی منطقه‌ای,آفریقا,https://www.accord.org.za/,https://www.accord.org.za/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,صلح و حل منازعه.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
450,African Center for Economic Transformation,رسانه/منبع تحلیلی یا پژوهشی,۱۳) اندیشکده‌های تکمیلی منطقه‌ای,آفریقا,https://acetforafrica.org/,https://acetforafrica.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,تحول اقتصادی آفریقا.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
451,Afrobarometer,رسانه/منبع تحلیلی یا پژوهشی,۱۳) اندیشکده‌های تکمیلی منطقه‌ای,آفریقا,https://www.afrobarometer.org/,https://www.afrobarometer.org/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,افکار عمومی و حکمرانی آفریقا.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
452,Institute for Peace and Security Studies,رسانه/منبع تحلیلی یا پژوهشی,۱۳) اندیشکده‌های تکمیلی منطقه‌ای,آفریقا,https://ipss-addis.org/,https://ipss-addis.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,آدیس‌آبابا؛ صلح و امنیت آفریقا.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
453,Policy Center for the New South,رسانه/منبع تحلیلی یا پژوهشی,۱۳) اندیشکده‌های تکمیلی منطقه‌ای,آفریقا,https://www.policycenter.ma/,https://www.policycenter.ma/rss.xml,فید شناخته‌شده / نیازمند آزمون نهایی,مراکش؛ جنوب جهانی، اقتصاد و ژئوپولیتیک.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
454,IMANI Africa,رسانه/منبع تحلیلی یا پژوهشی,۱۳) اندیشکده‌های تکمیلی منطقه‌ای,آفریقا,https://imanighana.org/,https://imanighana.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,غنا؛ سیاست عمومی و اقتصاد.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
